dimGraph;timeInt;
1000;0.000560;
1000;0.000531;
1000;0.000465;
1000;0.000514;
1000;0.000483;
1000;0.000488;
1000;0.000526;
1000;0.000469;
1000;0.000503;
1000;0.000553;
1000;0.000500;
1000;0.000526;
1000;0.000564;
1000;0.000639;
1000;0.000529;
1000;0.000506;
1000;0.000732;
1000;0.000496;
1000;0.000497;
1000;0.000478;
1000;0.000585;
1000;0.000469;
1000;0.000556;
1000;0.000473;
1000;0.000462;
1000;0.000465;
1000;0.000464;
1000;0.000508;
1000;0.000604;
1000;0.000539;
1000;0.000497;
1000;0.000501;
1000;0.000513;
1000;0.000526;
1000;0.000486;
1000;0.000490;
1000;0.000501;
1000;0.000476;
1000;0.000579;
1000;0.000472;
1000;0.000467;
1000;0.000678;
1000;0.000500;
1000;0.000513;
1000;0.000466;
1000;0.000476;
1000;0.000544;
1000;0.000490;
1000;0.000499;
1000;0.000496;
