dimGraph;timeInt;
1000;0.001117;
1000;0.000218;
1000;0.000220;
1000;0.000221;
1000;0.000250;
1000;0.000232;
1000;0.000206;
1000;0.000239;
1000;0.000212;
1000;0.000318;
1000;0.000220;
1000;0.000234;
1000;0.000224;
1000;0.000237;
1000;0.000219;
1000;0.000221;
1000;0.000369;
1000;0.000222;
1000;0.000241;
1000;0.000236;
1000;0.000227;
1000;0.000233;
1000;0.000366;
1000;0.000825;
1000;0.000229;
1000;0.000222;
1000;0.000249;
1000;0.000242;
1000;0.000278;
1000;0.000220;
1000;0.000223;
1000;0.000226;
1000;0.000221;
1000;0.000208;
1000;0.000199;
1000;0.000313;
1000;0.000211;
1000;0.000211;
1000;0.000224;
1000;0.000205;
1000;0.000200;
1000;0.000351;
1000;0.000216;
1000;0.000351;
1000;0.000223;
1000;0.000223;
1000;0.000213;
1000;0.000253;
1000;0.000269;
1000;0.000360;
