dimGraph;timeInt;
1000;0.000787;
1000;0.000164;
1000;0.000175;
1000;0.000169;
1000;0.000171;
1000;0.000170;
1000;0.000147;
1000;0.000170;
1000;0.000149;
1000;0.000144;
1000;0.000144;
1000;0.000153;
1000;0.000173;
1000;0.000154;
1000;0.000141;
1000;0.000158;
1000;0.000152;
1000;0.000139;
1000;0.000164;
1000;0.000179;
1000;0.000154;
1000;0.000154;
1000;0.000160;
1000;0.000179;
1000;0.000152;
1000;0.000175;
1000;0.000152;
1000;0.000160;
1000;0.000165;
1000;0.000159;
1000;0.000153;
1000;0.000193;
1000;0.000162;
1000;0.000148;
1000;0.000149;
1000;0.000143;
1000;0.000142;
1000;0.000146;
1000;0.000152;
1000;0.000143;
1000;0.000562;
1000;0.000145;
1000;0.000145;
1000;0.000165;
1000;0.000153;
1000;0.000157;
1000;0.000207;
1000;0.000155;
1000;0.000159;
1000;0.000159;
